CustomerID,Age,Gender,TenureYears,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,InternetService,TechSupport,SeniorCitizen,Partner,PaperlessBilling,Churn
CUST01135,61.0,Female,9,111.15,4269.47,Month-to-Month,Credit Card,No,No,0,No,No,No
CUST01136,67.0,M,8,57.78,8742.24,Two Year,Electronic Check,DSL,No,1,Yes,No,No
CUST01137,31.0,Male,4,936.7376707881535,,Two Year,Bank Transfer,Fiber Optic,No,1,No,Yes,Yes
CUST01138,28.0,M,1,58.53,3356.73,One Year,Electronic Check,DSL,No,1,No,Yes,No
CUST01139,26.0,male,6,114.32,1771.37,One Year,Credit Card,No,No,1,Yes,Yes,No
CUST01140,51.0,M,14,49.88,1046.62,Month-to-Month,Bank Transfer,DSL,No,1,Yes,No,No
CUST01141,29.0,Male,7,20.12,6667.94,Two Year,Bank Transfer,DSL,No,1,No,Yes,Yes
CUST01142,52.0,Male,11,112.98,6934.87,One Year,Mailed Check,No,No,0,No,Yes,Yes
CUST01143,52.0,Female,6,42.25,8721.74,One Year,Credit Card,DSL,Yes,1,Yes,No,No
CUST01144,18.0,Male,13,33.58,6965.3,One Year,Electronic Check,Fiber Optic,Yes,1,Yes,No,No
CUST01145,57.0,Male,6,50.88,2205.31,Month-to-Month,Bank Transfer,Fiber Optic,No,0,No,No,No
CUST01146,39.0,M,11,69.39,380.25,One Year,Bank Transfer,Fiber Optic,No,0,Yes,Yes,Yes
CUST01147,46.0,M,14,81.87,8869.23,One Year,Mailed Check,DSL,No,1,No,Yes,No
CUST01148,25.0,male,13,25.79,3077.25,Two Year,Bank Transfer,Fiber Optic,No,0,No,Yes,No
CUST01149,28.0,Female,4,146.17,2821.5,Two Year,Mailed Check,DSL,Yes,0,No,No,No
CUST01150,58.0,M,1,113.09,8155.48,Two Year,Bank Transfer,DSL,No,1,No,No,No
CUST01151,54.0,Male,5,62.02,,Month-to-Month,Bank Transfer,DSL,Yes,1,No,Yes,Yes
CUST01152,31.0,male,3,61.43,1949.54,Two Year,Credit Card,DSL,Yes,0,No,Yes,No
CUST01153,47.0,M,9,78.31,8004.08,Two Year,Bank Transfer,No,Yes,1,No,Yes,No
CUST01154,52.0,Female,1,101.41,8940.38,Two Year,Mailed Check,Fiber Optic,Yes,0,Yes,No,No
CUST01155,38.0,Female,11,39.03,798.37,Two Year,Mailed Check,Fiber Optic,Yes,0,Yes,No,No
CUST01156,54.0,male,8,44.56,7763.02,One Year,Mailed Check,DSL,Yes,0,No,Yes,No
CUST01157,22.0,male,6,131.73,3526.83,Month-to-Month,Electronic Check,No,No,0,Yes,No,Yes
CUST01158,36.0,male,5,53.31,4726.17,One Year,Bank Transfer,DSL,No,1,No,No,No
CUST01159,31.0,male,11,69.43,8235.05,One Year,Credit Card,Fiber Optic,Yes,1,No,No,No
CUST01160,43.0,male,4,133.27,8760.95,Month-to-Month,Credit Card,Fiber Optic,No,1,Yes,Yes,No
CUST01161,21.0,Male,2,106.21,2374.23,One Year,Electronic Check,No,Yes,1,Yes,Yes,No
CUST01162,42.0,Male,11,64.42,1931.4,Two Year,Bank Transfer,DSL,No,1,No,No,No
CUST01163,62.0,M,14,108.88,743.04,Month-to-Month,Mailed Check,No,Yes,1,Yes,No,Yes
CUST01164,59.0,Female,14,22.56,5064.94,One Year,Electronic Check,DSL,Yes,1,No,Yes,No
CUST01165,42.0,Male,9,115.63,142.17,One Year,Electronic Check,No,No,1,Yes,Yes,No
CUST01166,35.0,Male,9,83.31,3718.85,Two Year,Mailed Check,Fiber Optic,Yes,1,No,Yes,No
CUST01167,57.0,Male,3,125.71,678.99,One Year,Electronic Check,No,No,1,No,Yes,No
CUST01168,25.0,M,2,144.1,3658.93,One Year,Electronic Check,Fiber Optic,Yes,1,No,No,No
CUST01169,56.0,male,11,140.35,378.59,One Year,Mailed Check,Fiber Optic,No,1,Yes,Yes,No
CUST01170,57.0,M,10,138.2,7520.25,Month-to-Month,Bank Transfer,DSL,No,0,No,Yes,No
CUST01171,31.0,Female,7,86.58,1903.46,Month-to-Month,Credit Card,No,No,1,No,Yes,No
CUST01172,49.0,Female,2,66.82,2968.21,One Year,Credit Card,No,No,1,Yes,Yes,No
CUST01173,68.0,Female,6,80.45,7833.03,One Year,Mailed Check,No,No,1,Yes,Yes,No
CUST01174,55.0,Female,6,109.69,6721.47,Two Year,Mailed Check,No,Yes,1,No,No,No
CUST01175,50.0,Male,6,134.92,1986.96,Month-to-Month,Bank Transfer,DSL,Yes,1,Yes,No,No
CUST01176,40.0,Male,12,46.91,665.66,Month-to-Month,Electronic Check,DSL,No,0,No,No,Yes
CUST01177,32.0,M,6,659.5709303163915,6446.75,Month-to-Month,Bank Transfer,DSL,Yes,0,No,Yes,No
CUST01178,,male,13,125.97,3528.51,One Year,Electronic Check,Fiber Optic,Yes,1,No,Yes,No
CUST01179,42.0,Female,1,147.25,6899.4,Two Year,Electronic Check,Fiber Optic,No,1,Yes,No,No
CUST01180,34.0,M,9,134.43,4018.75,Two Year,Bank Transfer,Fiber Optic,No,1,Yes,Yes,No
CUST01181,50.0,Male,2,56.39,3127.1,One Year,Mailed Check,DSL,Yes,0,Yes,Yes,No
CUST01182,64.0,Male,9,33.77,4071.82,One Year,Mailed Check,Fiber Optic,No,1,No,Yes,Yes
CUST01183,19.0,male,8,34.59,6742.06,Two Year,Bank Transfer,No,No,1,No,Yes,No
CUST01184,31.0,male,2,57.86,8121.94,Two Year,Electronic Check,Fiber Optic,No,0,No,Yes,No
CUST01185,57.0,male,1,99.84,466.91,Month-to-Month,Electronic Check,DSL,Yes,0,Yes,Yes,No
CUST01186,57.0,M,8,124.56,4726.52,One Year,Electronic Check,DSL,No,1,Yes,No,No
CUST01187,68.0,Male,12,136.9,314.86,Month-to-Month,Electronic Check,DSL,Yes,1,No,Yes,Yes
CUST01188,56.0,Male,9,101.09,4226.32,Two Year,Bank Transfer,DSL,No,0,Yes,No,Yes
CUST01189,68.0,male,8,20.73,,Month-to-Month,Credit Card,No,Yes,1,Yes,Yes,Yes
CUST01190,23.0,Female,3,44.22,3267.08,Two Year,Mailed Check,Fiber Optic,No,1,Yes,Yes,No
CUST01191,23.0,male,13,32.96,8393.4,Two Year,Mailed Check,Fiber Optic,No,0,Yes,Yes,No
CUST01192,20.0,M,11,67.23,5682.86,Month-to-Month,Credit Card,DSL,No,1,No,Yes,No
CUST01193,24.0,male,8,85.18,8408.71,One Year,Electronic Check,Fiber Optic,Yes,0,No,No,Yes
CUST01194,68.0,male,2,25.64,6819.36,Month-to-Month,Credit Card,No,Yes,1,No,Yes,No
CUST01195,25.0,M,6,65.3,948.85,Month-to-Month,Credit Card,DSL,Yes,1,Yes,No,No
CUST01196,59.0,male,6,43.29,,One Year,Credit Card,Fiber Optic,Yes,0,Yes,No,No
CUST01197,69.0,Male,14,104.12,3559.65,One Year,Mailed Check,Fiber Optic,No,0,Yes,No,No
CUST01198,32.0,Female,10,80.36,1547.56,Month-to-Month,Mailed Check,Fiber Optic,No,0,No,No,Yes
CUST01199,64.0,male,7,84.39,4464.31,Two Year,Credit Card,Fiber Optic,Yes,0,Yes,Yes,No
CUST01200,46.0,M,9,75.6,4252.89,Month-to-Month,Credit Card,DSL,Yes,0,No,No,No
CUST01201,50.0,Female,14,144.28,8607.21,Two Year,Credit Card,DSL,Yes,0,No,Yes,Yes
CUST01202,69.0,M,3,47.92,3914.88,One Year,Electronic Check,No,Yes,0,No,No,No
CUST01203,47.0,Female,2,87.17,7074.93,One Year,Electronic Check,DSL,Yes,0,Yes,No,No
CUST01204,56.0,Female,2,115.68,8478.36,Two Year,Electronic Check,Fiber Optic,Yes,0,No,No,No
CUST01205,44.0,male,14,92.39,7895.36,Month-to-Month,Mailed Check,Fiber Optic,No,1,No,Yes,No
CUST01206,53.0,Male,11,140.77,1893.84,One Year,Bank Transfer,Fiber Optic,Yes,1,Yes,No,No
CUST01207,46.0,male,4,69.14,4474.35,Two Year,Credit Card,No,Yes,0,No,Yes,No
CUST01208,55.0,M,10,80.28,3142.7,Two Year,Credit Card,DSL,Yes,1,Yes,No,No
CUST01209,50.0,M,14,31.51,3610.73,Month-to-Month,Bank Transfer,DSL,No,0,No,No,No
CUST01210,54.0,Female,13,99.17,3260.05,Two Year,Credit Card,DSL,Yes,0,Yes,No,Yes
CUST01211,44.0,Female,0,57.47,7440.71,Two Year,Electronic Check,Fiber Optic,No,1,No,Yes,No
CUST01212,50.0,Male,9,40.84,4080.21,Month-to-Month,Electronic Check,Fiber Optic,No,0,No,Yes,No
CUST01213,21.0,male,2,90.79,4722.78,One Year,Bank Transfer,Fiber Optic,Yes,0,No,Yes,Yes
CUST01214,39.0,M,13,89.2,8842.38,One Year,Electronic Check,No,No,0,Yes,No,No
CUST01215,19.0,Female,5,29.86,558.61,One Year,Bank Transfer,No,Yes,0,Yes,No,Yes
CUST01216,27.0,Male,2,110.77,4401.86,Two Year,Electronic Check,Fiber Optic,No,1,Yes,No,No
CUST01217,22.0,M,4,101.09,6971.07,Two Year,Credit Card,No,Yes,0,No,No,Yes
CUST01218,27.0,Female,8,44.57,1377.43,Month-to-Month,Mailed Check,No,Yes,1,Yes,Yes,No
CUST01219,50.0,M,1,81.03,5511.55,Two Year,Electronic Check,No,No,1,Yes,No,No
CUST01220,55.0,Male,10,113.64,2170.39,Two Year,Bank Transfer,DSL,Yes,0,Yes,Yes,No
CUST01221,,Male,1,88.83,7809.29,One Year,Mailed Check,No,Yes,1,Yes,Yes,No
CUST01222,48.0,M,11,71.41,2957.35,Two Year,Credit Card,Fiber Optic,No,1,No,Yes,No
CUST01223,64.0,male,5,61.9,2974.98,Two Year,Mailed Check,DSL,No,1,No,No,No
CUST01224,53.0,M,5,99.35,5391.78,Two Year,Bank Transfer,No,Yes,1,No,Yes,No
CUST01225,62.0,Female,10,142.08,1668.39,Month-to-Month,Credit Card,Fiber Optic,No,0,No,Yes,No
CUST01226,41.0,male,10,107.33,2578.3,Two Year,Credit Card,No,Yes,0,No,Yes,No
CUST01227,69.0,Female,7,29.72,3761.35,Month-to-Month,Electronic Check,Fiber Optic,No,0,No,No,Yes
CUST01228,32.0,M,11,79.89,3195.67,One Year,Mailed Check,Fiber Optic,No,1,Yes,Yes,Yes
CUST01229,46.0,male,12,135.81,4733.4,Two Year,Electronic Check,No,No,1,No,Yes,No
CUST01230,25.0,Female,10,32.28,5404.77,Month-to-Month,Credit Card,No,Yes,0,Yes,Yes,No
CUST01231,22.0,M,13,148.55,5108.67,One Year,Electronic Check,DSL,Yes,1,No,Yes,Yes
CUST01232,46.0,M,1,143.38,5894.43,Two Year,Electronic Check,No,Yes,1,Yes,Yes,Yes
CUST01233,64.0,male,8,30.18,2783.59,Month-to-Month,Bank Transfer,Fiber Optic,Yes,0,No,Yes,Yes
CUST01234,21.0,M,14,141.34,1155.31,Month-to-Month,Electronic Check,DSL,Yes,1,No,No,Yes
CUST01235,29.0,Male,1,67.21,6852.05,One Year,Credit Card,Fiber Optic,No,1,No,Yes,Yes
CUST01236,62.0,Female,12,129.81,7660.01,Two Year,Electronic Check,Fiber Optic,Yes,0,No,No,No
CUST01237,19.0,Female,0,74.39,2327.92,Two Year,Credit Card,No,No,0,Yes,No,No
CUST01238,44.0,M,9,77.31,3675.69,Two Year,Credit Card,Fiber Optic,No,0,Yes,No,No
CUST01239,48.0,M,1,102.45,4497.15,Month-to-Month,Bank Transfer,No,No,0,No,No,No
CUST01240,68.0,Male,11,120.68,4809.28,Two Year,Credit Card,Fiber Optic,Yes,0,No,Yes,Yes
CUST01241,68.0,male,6,24.39,5942.22,Month-to-Month,Credit Card,DSL,No,0,Yes,No,Yes
CUST01242,53.0,M,7,97.11,393.6,Month-to-Month,Bank Transfer,No,Yes,0,No,Yes,No
CUST01243,53.0,M,4,44.28,6498.86,One Year,Credit Card,DSL,Yes,1,No,Yes,No
CUST01244,43.0,M,5,64.97,576.5,Month-to-Month,Bank Transfer,No,Yes,0,Yes,Yes,No
CUST01245,60.0,M,11,65.24,4225.23,One Year,Mailed Check,DSL,Yes,1,Yes,No,Yes
CUST01246,44.0,Female,0,80.98,7452.49,One Year,Mailed Check,No,No,0,Yes,Yes,No
CUST01247,22.0,M,14,63.44,4071.91,Two Year,Mailed Check,DSL,Yes,1,Yes,Yes,No
CUST01248,37.0,Female,5,33.96,1358.83,One Year,Credit Card,DSL,No,1,No,No,No
CUST01249,28.0,M,11,38.93,8865.6,Two Year,Electronic Check,No,No,1,No,Yes,No
CUST01250,27.0,male,14,24.35,8005.78,One Year,Bank Transfer,No,Yes,1,No,Yes,No
CUST01251,57.0,Male,7,81.13,6946.4,Month-to-Month,Mailed Check,Fiber Optic,No,1,No,Yes,No
CUST01252,55.0,male,12,144.08,3715.37,Two Year,Bank Transfer,Fiber Optic,No,0,Yes,No,No
CUST01253,23.0,M,2,35.04,1670.93,Month-to-Month,Mailed Check,No,No,0,No,Yes,No
CUST01254,25.0,M,10,143.01,8473.87,Two Year,Mailed Check,No,Yes,0,No,Yes,No
CUST01255,40.0,M,0,115.34,4800.51,Month-to-Month,Credit Card,DSL,No,1,Yes,Yes,No
CUST01256,64.0,male,10,102.87,7674.15,One Year,Bank Transfer,DSL,Yes,1,No,Yes,Yes
CUST01257,43.0,M,3,103.89,3092.01,Two Year,Credit Card,Fiber Optic,Yes,1,Yes,No,Yes
CUST01258,63.0,male,0,127.47,3030.89,Two Year,Bank Transfer,Fiber Optic,Yes,0,Yes,No,No
CUST01259,60.0,Female,13,33.9,8870.15,Two Year,Bank Transfer,Fiber Optic,Yes,1,Yes,No,No
CUST01260,29.0,Male,7,85.62,4706.06,One Year,Electronic Check,DSL,No,1,Yes,Yes,No
CUST01261,43.0,Male,4,110.62,1283.44,Month-to-Month,Mailed Check,DSL,No,0,Yes,Yes,Yes
CUST01262,30.0,male,0,96.29,1992.68,One Year,Credit Card,DSL,No,0,No,Yes,No
CUST01263,57.0,Female,13,128.26,4347.86,One Year,Electronic Check,Fiber Optic,Yes,0,No,No,Yes
CUST01264,35.0,male,7,29.4,401.39,One Year,Bank Transfer,No,No,1,No,No,No
CUST01265,42.0,Female,8,109.79,4173.56,Month-to-Month,Mailed Check,Fiber Optic,Yes,1,Yes,Yes,No
CUST01266,50.0,M,9,89.42,3782.09,One Year,Credit Card,DSL,No,0,Yes,Yes,Yes
CUST01267,64.0,Female,1,69.29,7018.44,Two Year,Electronic Check,Fiber Optic,Yes,1,No,Yes,No
CUST01268,57.0,Female,8,64.24,3207.38,One Year,Bank Transfer,Fiber Optic,Yes,1,Yes,No,No
CUST01269,60.0,Female,7,100.71,8843.29,Month-to-Month,Electronic Check,Fiber Optic,Yes,1,Yes,Yes,No
CUST01270,29.0,Male,6,135.83,,Two Year,Bank Transfer,Fiber Optic,Yes,1,Yes,No,No
CUST01271,61.0,Female,2,84.5,5327.06,Month-to-Month,Bank Transfer,DSL,No,0,No,No,No
CUST01272,53.0,M,1,127.21,825.5,One Year,Mailed Check,Fiber Optic,Yes,1,Yes,Yes,No
CUST01273,65.0,M,6,72.28,6610.1,Month-to-Month,Credit Card,DSL,No,1,Yes,Yes,No
CUST01274,21.0,M,14,33.31,8952.89,Two Year,Mailed Check,Fiber Optic,No,0,Yes,Yes,Yes
CUST01275,22.0,Female,4,28.0,7375.86,Month-to-Month,Credit Card,DSL,No,1,No,No,No
CUST01276,54.0,male,5,26.67,5010.22,Two Year,Credit Card,No,Yes,1,Yes,Yes,No
CUST01277,25.0,male,3,69.42,4372.98,Two Year,Bank Transfer,DSL,Yes,0,No,No,Yes
CUST01278,59.0,M,1,63.84,7518.57,One Year,Electronic Check,DSL,Yes,1,Yes,No,No
CUST01279,66.0,Male,8,113.33,8425.05,One Year,Credit Card,No,No,0,Yes,Yes,No
CUST01280,45.0,male,2,116.57,8903.07,Two Year,Credit Card,No,Yes,1,No,Yes,No
CUST01281,48.0,Female,11,26.61,3580.92,Month-to-Month,Credit Card,No,Yes,1,No,No,No
CUST01282,26.0,male,13,48.75,8918.44,Two Year,Credit Card,No,No,1,No,No,No
CUST01283,68.0,M,6,55.65,1420.22,One Year,Bank Transfer,No,Yes,0,Yes,Yes,No
CUST01284,46.0,Male,13,91.19,2296.88,Month-to-Month,Mailed Check,No,No,1,No,No,Yes
CUST01285,31.0,male,7,38.79,819.36,Two Year,Electronic Check,Fiber Optic,No,1,No,Yes,No
CUST01286,57.0,male,1,37.41,2460.21,One Year,Bank Transfer,Fiber Optic,No,0,No,Yes,Yes
CUST01287,58.0,M,13,142.69,6916.08,Two Year,Bank Transfer,No,Yes,1,Yes,Yes,No
CUST01288,39.0,Male,5,124.55,7679.26,Two Year,Bank Transfer,DSL,Yes,1,No,Yes,No
CUST01289,28.0,Male,10,43.49,7014.46,Two Year,Credit Card,DSL,No,1,Yes,No,No
CUST01290,40.0,M,7,72.85,5686.97,Month-to-Month,Electronic Check,No,No,0,Yes,Yes,No
CUST01291,18.0,Female,6,66.23,4635.42,One Year,Bank Transfer,Fiber Optic,Yes,0,Yes,Yes,No
CUST01292,63.0,male,10,122.83,6384.16,One Year,Bank Transfer,Fiber Optic,Yes,0,No,No,No
CUST01293,54.0,Female,2,86.33,3529.69,Two Year,Bank Transfer,DSL,No,1,No,No,No
CUST01294,38.0,male,0,36.62,7574.95,Two Year,Credit Card,No,No,0,No,Yes,No
CUST01295,43.0,male,13,116.07,6101.17,Two Year,Credit Card,Fiber Optic,No,1,No,Yes,Yes
CUST01296,63.0,Female,5,71.6,6286.29,Month-to-Month,Bank Transfer,No,Yes,0,Yes,No,No
CUST01297,53.0,M,7,54.18,4832.71,One Year,Credit Card,No,No,0,No,No,No
CUST01298,40.0,M,5,68.81,7969.36,Two Year,Electronic Check,DSL,Yes,1,No,Yes,No
CUST01299,18.0,male,4,84.71,2283.09,One Year,Credit Card,No,No,0,Yes,No,No
CUST01300,68.0,M,10,64.61,3442.71,Two Year,Bank Transfer,No,Yes,0,No,No,No
CUST01301,57.0,male,11,51.45,7003.23,One Year,Electronic Check,DSL,No,1,Yes,No,Yes
CUST01302,32.0,M,7,71.81,4444.89,Two Year,Credit Card,Fiber Optic,Yes,1,Yes,No,No
CUST01303,38.0,male,1,22.49,8005.14,Month-to-Month,Bank Transfer,No,Yes,1,No,Yes,No
CUST01304,64.0,M,14,120.42,3130.67,Two Year,Mailed Check,DSL,Yes,1,Yes,Yes,No
CUST01305,,Male,11,42.22,3336.58,Two Year,Mailed Check,Fiber Optic,Yes,1,Yes,Yes,No
CUST01306,26.0,Female,14,25.71,8000.85,Two Year,Electronic Check,No,Yes,1,Yes,Yes,No
CUST01307,27.0,Male,0,104.98,4190.05,Two Year,Electronic Check,Fiber Optic,Yes,1,No,No,Yes
CUST01308,69.0,Female,0,120.61,4654.8,Two Year,Electronic Check,DSL,No,1,No,No,No
CUST01309,43.0,Female,14,125.8,3008.22,One Year,Credit Card,No,No,0,No,No,Yes
CUST01310,58.0,male,13,84.16,2504.5,One Year,Electronic Check,DSL,No,1,Yes,No,Yes
CUST01311,52.0,Female,3,46.7,,Month-to-Month,Credit Card,DSL,Yes,0,No,Yes,Yes
CUST01312,69.0,Male,5,115.84,1096.17,Two Year,Bank Transfer,No,Yes,1,No,Yes,No
CUST01313,42.0,Male,12,110.96,7915.87,One Year,Credit Card,DSL,No,1,Yes,No,No
CUST01314,43.0,M,8,52.02,7017.24,One Year,Credit Card,Fiber Optic,Yes,0,No,Yes,Yes
CUST01315,28.0,Male,0,137.44,1732.92,Two Year,Bank Transfer,DSL,Yes,0,No,Yes,No
CUST01316,55.0,M,11,33.57,6252.3,Two Year,Mailed Check,No,No,0,Yes,No,No
CUST01317,19.0,Female,0,147.75,5431.64,Month-to-Month,Credit Card,No,No,1,No,Yes,No
CUST01318,24.0,Male,12,131.83,1677.12,Month-to-Month,Credit Card,Fiber Optic,No,1,Yes,Yes,No
CUST01319,35.0,Female,12,109.43,2473.37,One Year,Bank Transfer,No,No,1,No,No,No
CUST01320,44.0,Male,4,142.04,3692.7,Month-to-Month,Electronic Check,DSL,No,1,No,No,No
CUST01321,51.0,Male,9,113.9,6299.2,One Year,Bank Transfer,DSL,No,0,No,No,Yes
CUST01322,44.0,M,4,44.76,5755.74,Month-to-Month,Mailed Check,No,No,1,Yes,Yes,Yes
CUST01323,34.0,Female,4,77.48,4799.47,Two Year,Electronic Check,Fiber Optic,Yes,0,No,No,No
CUST01324,60.0,Male,9,29.3,6920.33,Month-to-Month,Mailed Check,Fiber Optic,Yes,1,No,No,No
CUST01325,61.0,male,5,70.66,6826.28,One Year,Credit Card,No,Yes,1,Yes,Yes,No
CUST01326,68.0,Female,7,116.41,5568.38,Month-to-Month,Mailed Check,DSL,Yes,0,No,Yes,No
CUST01327,41.0,Female,2,70.24,7087.17 ,One Year,Mailed Check,No,No,1,Yes,No,No
CUST01328,42.0,Female,8,62.94,3021.69,One Year,Bank Transfer,No,Yes,0,No,Yes,Yes
CUST01329,24.0,M,12,97.4,7933.62,Month-to-Month,Electronic Check,Fiber Optic,Yes,1,No,Yes,Yes
CUST01330,69.0,male,0,133.39,5541.89 ,Month-to-Month,Credit Card,DSL,Yes,1,No,No,Yes
CUST01331,23.0,Female,3,26.19,7404.82,One Year,Credit Card,Fiber Optic,Yes,1,No,No,Yes
CUST01332,41.0,Male,8,70.11,4925.59,Two Year,Credit Card,Fiber Optic,No,1,No,Yes,Yes
CUST01333,50.0,Male,14,40.57,,Month-to-Month,Electronic Check,DSL,Yes,1,No,No,No
CUST01334,66.0,M,13,110.4,4890.84,One Year,Electronic Check,DSL,No,0,Yes,Yes,Yes
CUST01335,46.0,Male,7,33.74,3352.58,Two Year,Mailed Check,DSL,No,1,No,Yes,No
CUST01336,60.0,Female,9,106.43,6283.54,One Year,Mailed Check,No,Yes,1,Yes,Yes,Yes
CUST01337,39.0,Male,8,57.2,4292.63,Month-to-Month,Electronic Check,DSL,No,1,No,Yes,No
CUST01338,43.0,Female,0,45.86,7528.29,One Year,Credit Card,No,Yes,1,Yes,No,No
CUST01339,45.0,Male,8,141.73,6109.09,One Year,Electronic Check,Fiber Optic,No,0,Yes,Yes,Yes
CUST01340,67.0,male,2,22.41,6167.21,One Year,Bank Transfer,DSL,No,1,Yes,No,No
CUST01341,38.0,M,10,76.91,1970.05,Month-to-Month,Electronic Check,No,No,0,No,Yes,No
CUST01342,66.0,M,11,22.81,8858.56,Two Year,Electronic Check,No,Yes,0,No,Yes,No
CUST01343,24.0,male,9,82.87,7578.24,Two Year,Credit Card,No,Yes,0,Yes,No,Yes
CUST01344,34.0,male,8,85.14,7105.26,Two Year,Mailed Check,No,Yes,0,Yes,No,No
CUST01345,37.0,M,0,61.82,2985.33,Two Year,Bank Transfer,Fiber Optic,Yes,0,Yes,Yes,No
CUST01346,58.0,male,0,37.18,4829.97,Month-to-Month,Bank Transfer,DSL,No,1,Yes,Yes,No
CUST01347,66.0,Female,8,68.93,1251.19,One Year,Bank Transfer,DSL,Yes,0,Yes,No,Yes
CUST01348,37.0,Male,10,107.39,4855.51,Two Year,Electronic Check,DSL,No,0,Yes,No,No
CUST01349,39.0,M,13,121.71,1330.09,Two Year,Credit Card,DSL,No,0,No,No,No
CUST01350,45.0,male,5,89.0,4986.28,Month-to-Month,Electronic Check,DSL,No,0,No,Yes,No
CUST01351,57.0,Female,3,96.68,5845.52,One Year,Mailed Check,DSL,No,0,Yes,No,No
CUST01352,66.0,M,6,46.08,3523.96,One Year,Credit Card,No,No,0,No,Yes,No
CUST01353,24.0,male,4,57.35,4496.93,Two Year,Bank Transfer,DSL,No,1,Yes,No,No
CUST01354,18.0,M,9,41.05,7883.37,Two Year,Electronic Check,No,No,1,Yes,No,No
CUST01355,49.0,male,13,52.41,994.9,One Year,Credit Card,Fiber Optic,No,0,No,No,No
CUST01356,30.0,M,6,49.24,7129.76,Month-to-Month,Electronic Check,No,No,0,Yes,Yes,No
CUST01357,47.0,Female,7,87.53,1553.38,One Year,Credit Card,Fiber Optic,No,0,No,No,No
CUST01358,40.0,Female,7,93.15,349.64,One Year,Bank Transfer,DSL,No,0,Yes,No,No
CUST01359,68.0,Male,0,142.84,1686.46,Two Year,Mailed Check,Fiber Optic,Yes,0,Yes,Yes,Yes
CUST01360,36.0,M,7,45.42,6890.09,Month-to-Month,Mailed Check,Fiber Optic,No,1,No,No,No
CUST01361,49.0,Male,5,103.42,3658.03,Month-to-Month,Electronic Check,No,Yes,1,No,Yes,Yes
CUST01362,47.0,M,3,126.24,7855.23,Month-to-Month,Bank Transfer,No,Yes,1,No,Yes,No
CUST01363,46.0,male,12,92.83,4731.87,Two Year,Electronic Check,Fiber Optic,No,1,Yes,Yes,No
CUST01364,66.0,male,13,53.15,219.81,Month-to-Month,Electronic Check,Fiber Optic,No,1,No,No,Yes
CUST01365,62.0,Male,11,54.13,,Month-to-Month,Credit Card,DSL,No,1,Yes,No,No
CUST01366,46.0,M,7,25.1,1009.89,Two Year,Credit Card,No,No,0,Yes,Yes,No
CUST01367,47.0,Male,2,59.71,7108.63,One Year,Credit Card,Fiber Optic,Yes,0,No,Yes,No
CUST01368,33.0,Female,12,116.8,1529.56,Month-to-Month,Bank Transfer,No,Yes,1,Yes,Yes,No
CUST01369,57.0,Male,3,26.18,3122.11,One Year,Bank Transfer,DSL,No,0,No,No,No
CUST01370,36.0,Male,14,48.51,6856.22,Month-to-Month,Electronic Check,DSL,Yes,1,No,Yes,Yes
CUST01371,35.0,male,5,111.81,8589.0,One Year,Credit Card,Fiber Optic,No,1,Yes,Yes,No
CUST01372,18.0,Male,10,121.74,3355.48,One Year,Bank Transfer,DSL,No,1,Yes,No,No
CUST01373,31.0,M,6,79.19,7468.01,Two Year,Electronic Check,Fiber Optic,No,0,No,No,No
CUST01374,68.0,male,3,110.75,1733.31,Two Year,Bank Transfer,No,Yes,0,No,Yes,No
CUST01375,64.0,Male,3,70.43,7268.47,Month-to-Month,Electronic Check,No,Yes,1,Yes,Yes,No
CUST01376,67.0,Female,6,40.79,5924.3,Month-to-Month,Mailed Check,Fiber Optic,Yes,0,No,Yes,Yes
CUST01377,19.0,Male,5,71.76,1750.84,Two Year,Credit Card,Fiber Optic,No,1,Yes,Yes,Yes
CUST01378,45.0,Male,12,95.4,2736.49,Month-to-Month,Mailed Check,Fiber Optic,Yes,0,Yes,No,No
CUST01379,66.0,Male,10,143.25,1203.3,Month-to-Month,Electronic Check,No,No,0,No,Yes,No
CUST01380,67.0,male,7,28.94,3459.04,Two Year,Electronic Check,No,No,1,Yes,No,No
CUST01381,47.0,M,0,85.96,1848.76,One Year,Credit Card,DSL,Yes,1,No,No,Yes
CUST01382,55.0,Female,9,62.76,5803.1,Month-to-Month,Credit Card,DSL,No,1,No,Yes,No
CUST01383,68.0,Male,12,86.08,8950.66,Two Year,Electronic Check,No,No,1,Yes,No,Yes
CUST01384,21.0,M,10,23.12,127.84,Month-to-Month,Bank Transfer,No,No,0,Yes,Yes,No
CUST01385,18.0,M,6,60.69,4877.46,Month-to-Month,Credit Card,Fiber Optic,No,1,Yes,No,No
CUST01386,25.0,male,11,126.58,5171.53,Two Year,Electronic Check,No,Yes,0,No,Yes,No
CUST01387,46.0,Female,6,92.01,8229.59,Two Year,Credit Card,No,No,1,No,No,No
CUST01388,56.0,male,10,78.58,4563.93,Month-to-Month,Credit Card,DSL,No,0,No,No,No
CUST01389,20.0,M,6,57.12,4902.44,Month-to-Month,Mailed Check,DSL,No,1,No,Yes,No
CUST01390,49.0,M,6,58.75,4255.44,One Year,Mailed Check,Fiber Optic,Yes,1,No,No,No
CUST01391,27.0,M,9,69.8,2434.76,One Year,Bank Transfer,DSL,No,1,No,No,Yes
CUST01392,27.0,male,13,128.62,523.14,Two Year,Credit Card,Fiber Optic,No,0,Yes,No,No
